uid,HH_Hhid,HH_Q02,HH_Q03,HH_Q04,HH_Q05y,HH_Q05m,HH_Q06,HH_Q07,HH_Q08,HH_Q09,HH_Q10,HH_Q11,HH_Q12,HH_Q13,HH_Q14,HH_Q15,HH_Q16,HH_Q17,HH_Q18,HH_Q19,HH_Q20,HH_Q21,HH_Q22,poverty_score
516_8_1,51608,1,1,19781107,33,10,1.0,1.0,2.0,0,1,1,5.0,,,,,1,4.0,,,,,5.0
517_1_1,51701,1,1,19730501,39,4,1.0,1.0,2.0,0,1,2,,4.0,1.0,,56.0,2,,4.0,1.0,,65.0,6.0
517_2_1,51702,1,1,19550315,57,5,1.0,1.0,2.0,0,1,2,,4.0,1.0,,95.0,2,,4.0,2.0,90.0,,6.0
517_3_1,51703,1,1,19490729,63,1,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,80.0,,7.0
517_4_1,51704,1,1,19590525,53,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,3.0,2.0,80.0,,4.0
517_7_1,51707,1,1,19360423,76,4,1.0,1.0,2.0,0,1,2,,3.0,2.0,67.0,,2,,3.0,2.0,71.0,,6.0
518_1_1,51801,1,1,19620730,50,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,60.0,,2,,3.0,1.0,,80.0,5.0
518_3_1,51803,1,1,19611214,50,9,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,2.0,2.0,69.0,,6.0
518_6_1,51806,1,1,19791020,32,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,62.0,2,,1.0,2.0,57.0,,6.0
518_8_1,51808,1,1,19590320,53,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,62.0,,2,,2.0,2.0,71.0,,8.0
518_11_1,51811,1,1,19550324,57,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,68.0,,2,,1.0,2.0,72.0,,3.0
519_2_1,51902,1,1,19551215,56,8,1.0,1.0,2.0,0,1,2,,3.0,1.0,,75.0,2,,3.0,2.0,80.0,,5.0
519_3_1,51903,1,1,19560111,56,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,80.0,,6.0
519_5_1,51905,1,1,19500115,62,7,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,80.0,,6.0
519_6_1,51906,1,1,19720930,39,11,1.0,1.0,2.0,0,1,2,,4.0,1.0,,75.0,2,,3.0,1.0,,79.0,5.0
519_7_1,51907,1,1,19550901,57,0,1.0,1.0,2.0,0,1,2,,4.0,1.0,,78.0,2,,4.0,1.0,,85.0,6.0
520_2_1,52002,2,1,19530805,59,1,4.0,,,0,1,2,,4.0,2.0,80.0,,2,,5.0,2.0,80.0,,6.0
520_3_1,52003,1,1,19460713,66,2,1.0,1.0,2.0,0,1,2,,3.0,2.0,79.0,,2,,3.0,2.0,80.0,,5.0
520_4_1,52004,2,1,19650305,47,6,1.0,2.0,,0,1,2,,5.0,1.0,,86.0,2,,5.0,1.0,,96.0,6.0
520_5_1,52005,1,1,19520907,60,0,1.0,1.0,2.0,0,1,2,,3.0,2.0,77.0,,2,,2.0,2.0,80.0,,6.0
520_6_1,52006,1,1,19600606,52,3,1.0,1.0,2.0,0,1,2,,3.0,1.0,,75.0,2,,4.0,1.0,,75.0,6.0
520_9_1,52009,1,1,19460522,66,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,2.0,80.0,,8.0
521_1_1,52101,2,1,19771225,34,8,4.0,,,0,1,2,,2.0,1.0,,73.0,2,,3.0,1.0,,77.0,5.0
521_2_1,52102,1,1,19690509,43,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,2.0,2.0,67.0,,7.0
521_4_1,52104,1,1,19840616,28,2,1.0,1.0,2.0,0,1,2,,5.0,1.0,,54.0,2,,5.0,1.0,,59.0,7.0
521_6_1,52106,1,1,19850617,27,2,5.0,,,0,1,2,,3.0,1.0,,50.0,2,,3.0,1.0,,55.0,6.0
521_7_1,52107,1,1,19760317,36,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,70.0,2,,3.0,2.0,80.0,,6.0
521_9_1,52109,1,1,19810906,31,0,1.0,1.0,2.0,0,1,2,,4.0,1.0,,55.0,2,,5.0,1.0,,62.0,6.0
521_10_1,52110,2,1,19700310,42,6,4.0,,,0,1,2,,5.0,1.0,,69.0,2,,5.0,2.0,70.0,,5.0
522_2_1,52202,1,1,19610510,51,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,75.0,,2,,3.0,2.0,77.0,,6.0
522_3_1,52203,2,1,19570815,55,0,4.0,,,0,1,2,,3.0,1.0,,78.0,2,,3.0,2.0,80.0,,6.0
522_4_1,52204,1,1,19700120,42,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,75.0,2,,3.0,1.0,,75.0,5.0
522_7_1,52207,1,1,19640404,48,5,1.0,1.0,2.0,0,1,2,,4.0,1.0,,70.0,2,,5.0,1.0,,73.0,5.0
522_8_1,52208,1,1,19570513,55,3,1.0,1.0,2.0,0,1,2,,3.0,2.0,78.0,,2,,4.0,2.0,60.0,,5.0
522_9_1,52209,1,1,19610210,51,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,80.0,2,,2.0,2.0,80.0,,5.0
523_2_1,52302,1,1,19760815,36,1,1.0,1.0,2.0,3,1,1,7.0,,,,,1,6.0,,,,,4.0
523_5_1,52305,1,1,19380404,74,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,94.0,,2,,1.0,2.0,85.0,,4.0
523_6_1,52306,1,1,19570710,55,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,92.0,,2,,1.0,2.0,70.0,,4.0
523_7_1,52307,2,1,19680516,44,4,4.0,,,0,1,2,,1.0,1.0,,70.0,2,,1.0,2.0,70.0,,5.0
523_8_1,52308,1,1,19360327,76,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,83.0,,6.0
524_1_1,52401,1,1,19450510,67,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,1.0,2.0,62.0,,5.0
524_2_1,52402,1,1,19700120,42,7,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,1.0,2.0,57.0,,3.0
524_5_1,52405,1,1,19610125,51,7,1.0,1.0,2.0,0,1,1,7.0,,,,,2,,1.0,2.0,75.0,,4.0
524_7_1,52407,1,1,19720928,39,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,58.0,2,,3.0,1.0,,64.0,4.0
524_8_1,52408,1,1,19370606,75,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,52.0,,5.0
525_2_1,52502,1,1,19550410,57,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,80.0,,5.0
525_3_1,52503,1,1,19400117,72,7,1.0,1.0,2.0,0,1,2,,10.0,2.0,85.0,,2,,2.0,2.0,80.0,,7.0
525_4_1,52504,1,1,19650307,47,5,1.0,1.0,2.0,0,1,2,,3.0,2.0,80.0,,2,,3.0,1.0,,82.0,6.0
525_5_1,52505,2,1,19460303,66,6,1.0,2.0,,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,80.0,,5.0
525_7_1,52507,2,1,19520303,60,5,5.0,,,0,1,2,,10.0,2.0,90.0,,2,,10.0,2.0,76.0,,5.0
525_8_1,52508,1,1,19590216,53,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,84.0,,2,,2.0,2.0,91.0,,3.0
525_9_1,52509,2,1,19580615,54,3,1.0,2.0,,0,1,2,,2.0,1.0,,76.0,2,,2.0,2.0,85.0,,4.0
526_2_1,52602,1,1,19580410,54,4,1.0,1.0,2.0,0,1,2,,3.0,1.0,,85.0,2,,2.0,2.0,75.0,,8.0
526_3_1,52603,1,1,19540312,58,6,1.0,1.0,2.0,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,70.0,,4.0
526_5_1,52605,1,1,19590216,53,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,78.0,2,,2.0,2.0,60.0,,2.0
526_6_1,52606,1,1,19420504,70,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,80.0,,2,,2.0,2.0,77.0,,4.0
526_7_1,52607,1,1,19740315,38,5,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,2.0,2.0,39.0,,5.0
527_1_1,52701,2,1,19420928,69,11,4.0,,,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,70.0,,5.0
527_3_1,52703,1,1,19720213,40,6,1.0,1.0,2.0,0,1,2,,3.0,1.0,,61.0,2,,3.0,1.0,,62.0,6.0
527_4_1,52704,1,1,19600515,52,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,73.0,,2,,1.0,2.0,82.0,,5.0
527_5_1,52705,1,1,19670610,45,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,78.0,2,,1.0,2.0,81.0,,2.0
527_7_1,52707,1,1,19590701,53,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,4.0,2.0,74.0,,5.0
527_10_1,52710,1,1,19450323,67,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,74.0,,2,,1.0,2.0,35.0,,4.0
528_1_1,52801,1,1,19670417,45,5,1.0,2.0,,0,1,2,,2.0,2.0,62.0,,2,,3.0,2.0,64.0,,3.0
528_2_1,52802,2,1,19591120,52,9,4.0,,,0,1,2,,1.0,1.0,,85.0,2,,1.0,2.0,84.0,,4.0
528_3_1,52803,1,1,19690123,43,8,1.0,1.0,2.0,0,1,2,,2.0,1.0,,65.0,2,,3.0,2.0,46.0,,5.0
528_5_1,52805,1,1,19321204,79,10,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,90.0,,5.0
528_6_1,52806,1,1,19350101,77,8,1.0,2.0,,0,1,2,,1.0,2.0,50.0,,2,,1.0,2.0,45.0,,4.0
528_7_1,52807,1,1,19450101,67,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,82.0,,2,,1.0,2.0,90.0,,5.0
528_8_1,52808,1,1,19530325,59,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,93.0,2,,1.0,2.0,84.0,,5.0
529_1_1,52901,1,1,19870427,25,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,49.0,2,,3.0,1.0,,51.0,5.0
529_2_1,52902,1,1,19530530,59,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,79.0,2,,1.0,2.0,76.0,,5.0
529_7_1,52907,1,1,19600713,52,2,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,1.0,2.0,78.0,,6.0
529_9_1,52909,2,1,19460510,66,4,4.0,,,0,1,2,,1.0,2.0,69.0,,2,,1.0,2.0,78.0,,6.0
529_10_1,52910,1,1,19540720,58,1,1.0,1.0,2.0,0,1,2,,1.0,1.0,,79.0,2,,1.0,2.0,87.0,,6.0
529_11_1,52911,1,1,19630501,49,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,79.0,2,,1.0,1.0,,83.0,4.0
530_1_1,53001,1,1,19490318,63,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,84.0,,5.0
530_2_1,53002,1,1,19730620,39,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,66.0,2,,1.0,1.0,,72.0,5.0
530_5_1,53005,2,1,19720723,40,1,2.0,2.0,,0,1,2,,1.0,1.0,,66.0,2,,1.0,1.0,,73.0,4.0
530_7_1,53007,1,1,19591201,52,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,81.0,,7.0
530_9_1,53009,2,1,19560402,56,5,4.0,,,0,1,2,,1.0,2.0,77.0,,2,,1.0,2.0,79.0,,6.0
530_10_1,53010,2,1,19590830,53,1,4.0,,,0,1,2,,1.0,2.0,79.0,,2,,1.0,2.0,80.0,,6.0
530_11_1,53011,1,1,19590407,53,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,76.0,,2,,1.0,2.0,81.0,,7.0
531_2_1,53102,1,1,19650520,47,3,1.0,1.0,2.0,0,1,2,,1.0,1.0,,85.0,2,,2.0,1.0,,87.0,6.0
531_3_1,53103,1,1,19850202,27,7,1.0,1.0,2.0,0,1,2,,2.0,1.0,,61.0,2,,3.0,1.0,,66.0,3.0
531_5_1,53105,1,1,19690118,43,7,1.0,1.0,2.0,0,1,1,6.0,,,,,1,5.0,,,,,5.0
531_8_1,53108,1,1,19570508,55,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,84.0,2,,2.0,2.0,75.0,,6.0
531_10_1,53110,1,1,19700426,42,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,77.0,2,,1.0,1.0,,82.0,6.0
531_11_1,53111,1,1,19410603,71,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,80.0,,2,,1.0,2.0,81.0,,6.0
532_2_1,53202,1,1,19630314,49,6,1.0,1.0,2.0,0,1,2,,1.0,1.0,,68.0,2,,1.0,1.0,,87.0,3.0
532_3_1,53203,1,1,19711119,40,10,1.0,1.0,2.0,0,1,2,,1.0,1.0,,67.0,2,,1.0,1.0,,73.0,5.0
532_6_1,53206,1,1,19770806,35,1,4.0,,,0,1,2,,4.0,1.0,,68.0,2,,1.0,2.0,85.0,,7.0
532_7_1,53207,1,1,19631217,48,9,1.0,1.0,2.0,0,1,2,,1.0,1.0,,82.0,2,,1.0,2.0,76.0,,4.0
532_8_1,53208,1,1,19420627,70,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,77.0,,6.0
532_9_1,53209,1,1,19560818,56,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,84.0,,2,,1.0,2.0,79.0,,5.0
532_12_1,53212,1,1,19490101,63,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,87.0,,2,,1.0,2.0,78.0,,7.0
533_1_1,53301,1,1,19520525,60,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,85.0,,2,,4.0,2.0,78.0,,5.0
533_2_1,53302,1,1,19680101,44,8,1.0,1.0,2.0,0,1,1,9.0,,,,,2,,1.0,2.0,76.0,,3.0
533_3_1,53303,1,1,19631220,48,9,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,81.0,,5.0
533_4_2,53304,2,1,19580225,54,6,1.0,1.0,1.0,2,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,77.0,,5.0
533_5_1,53305,1,1,19450812,67,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,77.0,,2,,1.0,2.0,79.0,,5.0
533_6_1,53306,1,1,19500415,62,5,1.0,1.0,2.0,0,1,2,,1.0,1.0,,78.0,2,,1.0,1.0,,79.0,5.0
533_9_1,53309,1,1,19660219,46,7,1.0,1.0,2.0,0,1,2,,1.0,1.0,,81.0,2,,1.0,1.0,,82.0,5.0
534_1_1,53401,1,1,19550411,57,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,93.0,2,,2.0,2.0,89.0,,5.0
534_2_1,53402,1,1,19580530,54,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,72.0,,2,,1.0,2.0,73.0,,4.0
534_3_1,53403,1,1,19820901,30,1,1.0,1.0,2.0,0,1,2,,3.0,1.0,,56.0,2,,3.0,1.0,,60.0,5.0
534_4_1,53404,2,1,19670528,45,4,2.0,2.0,,0,1,2,,2.0,1.0,,69.0,2,,3.0,2.0,65.0,,4.0
534_5_1,53405,1,1,19420817,70,1,1.0,1.0,2.0,0,1,2,,1.0,2.0,87.0,,2,,1.0,2.0,82.0,,6.0
534_7_1,53407,1,1,19611125,50,10,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,2.0,65.0,,3.0
534_8_1,53408,1,1,19630110,49,8,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,1.0,2.0,84.0,,4.0
535_1_1,53501,1,1,19560923,56,0,1.0,1.0,2.0,0,1,2,,3.0,2.0,64.0,,2,,2.0,2.0,87.0,,4.0
535_2_1,53502,1,1,19681014,43,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,85.0,,4.0
535_4_2,53504,2,1,19641210,47,9,1.0,1.0,1.0,0,1,2,,2.0,1.0,,71.0,2,,2.0,1.0,,76.0,3.0
535_5_1,53505,2,1,19690110,43,8,4.0,,,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,76.0,5.0
535_7_1,53507,2,1,19620626,50,3,4.0,,,0,1,2,,1.0,1.0,,86.0,2,,1.0,2.0,73.0,,5.0
535_10_1,53510,1,1,19720305,40,6,1.0,1.0,2.0,0,1,2,,5.0,2.0,72.0,,2,,3.0,2.0,82.0,,4.0
536_1_1,53601,1,1,19380505,74,4,4.0,,,0,1,2,,1.0,2.0,82.0,,2,,1.0,2.0,56.0,,4.0
536_2_1,53602,1,1,19640410,48,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,69.0,,2,,2.0,2.0,89.0,,4.0
536_3_1,53603,1,1,19760318,36,5,5.0,,,0,1,2,,2.0,1.0,,76.0,2,,2.0,2.0,68.0,,3.0
536_5_1,53605,2,1,19410325,71,5,4.0,,,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,78.0,,3.0
536_6_1,53606,1,1,19550820,57,0,1.0,1.0,2.0,0,1,2,,4.0,2.0,68.0,,2,,4.0,2.0,78.0,,6.0
536_8_1,53608,1,1,19621114,49,9,1.0,2.0,,0,1,2,,3.0,1.0,,67.0,2,,3.0,2.0,66.0,,7.0
537_1_1,53701,1,1,19540416,58,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,61.0,,2,,1.0,1.0,,80.0,6.0
537_2_1,53702,1,1,19410327,71,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,1.0,2.0,60.0,,3.0
537_4_1,53704,1,1,19600420,52,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,90.0,,2,,1.0,2.0,60.0,,5.0
537_5_1,53705,1,1,19410104,71,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,70.0,,2.0
537_6_1,53706,1,1,19690814,43,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,74.0,,8.0
537_7_1,53707,1,1,19640412,48,4,1.0,1.0,2.0,0,1,2,,1.0,1.0,,80.0,2,,1.0,2.0,80.0,,5.0
537_8_1,53708,1,1,19500524,62,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,65.0,,2,,1.0,1.0,,83.0,8.0
538_1_1,53801,1,1,19650505,47,3,1.0,1.0,2.0,0,1,1,4.0,,,,,2,,1.0,2.0,72.0,,6.0
538_2_1,53802,1,1,19660505,46,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,70.0,2,,2.0,1.0,,73.0,6.0
538_5_1,53805,2,1,19690818,43,0,4.0,,,0,1,2,,2.0,1.0,,84.0,2,,1.0,2.0,81.0,,6.0
538_7_1,53807,1,1,19600202,52,7,1.0,1.0,2.0,0,1,2,,2.0,2.0,68.0,,2,,2.0,2.0,84.0,,4.0
538_8_1,53808,1,1,19590601,53,3,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,91.0,,7.0
539_1_1,53901,1,1,19480503,64,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,85.0,2,,2.0,2.0,64.0,,8.0
539_3_1,53903,1,1,19550109,57,8,1.0,1.0,2.0,4,1,2,,2.0,2.0,85.0,,2,,2.0,1.0,,90.0,7.0
539_4_1,53904,1,1,19610418,51,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,86.0,,2,,2.0,2.0,67.0,,7.0
539_5_1,53905,1,1,19621001,49,11,1.0,1.0,2.0,4,1,2,,2.0,1.0,,74.0,2,,2.0,1.0,,74.0,7.0
539_6_1,53906,1,1,19760709,36,2,1.0,1.0,2.0,4,1,2,,3.0,1.0,,54.0,2,,3.0,1.0,,64.0,7.0
539_7_1,53907,1,1,19770711,35,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,62.0,2,,2.0,1.0,,74.0,8.0
539_8_2,53908,2,1,19490914,62,11,1.0,2.0,,0,1,2,,1.0,2.0,45.0,,2,,1.0,2.0,77.0,,6.0
539_9_1,53909,1,1,19770306,35,6,1.0,1.0,2.0,0,1,2,,2.0,1.0,,65.0,2,,2.0,2.0,53.0,,7.0
540_1_1,54001,1,1,19800205,32,7,1.0,1.0,2.0,0,1,2,,2.0,1.0,,72.0,2,,2.0,2.0,59.0,,1.0
540_3_2,54003,2,2,19740202,38,7,1.0,1.0,1.0,0,1,2,,1.0,1.0,,69.0,2,,2.0,2.0,72.0,,3.0
540_4_1,54004,1,1,19540912,58,0,1.0,1.0,2.0,0,1,2,,2.0,2.0,72.0,,2,,2.0,2.0,68.0,,7.0
540_5_1,54005,1,1,19850916,27,0,1.0,1.0,2.0,0,1,2,,2.0,1.0,,58.0,2,,2.0,1.0,,62.0,3.0
540_6_1,54006,1,1,19710213,41,7,1.0,1.0,2.0,0,1,2,,3.0,1.0,,72.0,2,,3.0,2.0,67.0,,5.0
540_7_1,54007,1,1,19200101,92,8,1.0,1.0,2.0,0,1,2,,1.0,2.0,92.0,,2,,1.0,2.0,80.0,,3.0
540_8_1,54008,1,1,19670430,45,4,1.0,1.0,2.0,0,1,2,,2.0,1.0,,69.0,2,,2.0,2.0,60.0,,2.0
541_1_1,54101,1,1,19740410,38,5,1.0,1.0,2.0,0,1,2,,3.0,1.0,,64.0,2,,2.0,2.0,55.0,,2.0
541_2_1,54102,1,1,19470919,65,0,1.0,1.0,2.0,0,1,2,,1.0,2.0,70.0,,2,,2.0,2.0,65.0,,5.0
541_3_3,54103,2,4,19680520,44,4,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,6.0
541_4_1,54104,1,1,19580304,54,6,1.0,1.0,2.0,0,1,2,,1.0,2.0,60.0,,2,,2.0,2.0,67.0,,5.0
541_5_1,54105,1,1,19740928,37,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,62.0,2,,2.0,2.0,67.0,,4.0
541_7_1,54107,1,1,19460819,66,1,1.0,1.0,2.0,0,1,2,,2.0,2.0,79.0,,2,,1.0,2.0,54.0,,2.0
541_8_1,54108,1,1,19631206,48,9,1.0,1.0,2.0,0,1,2,,3.0,2.0,69.0,,2,,3.0,2.0,72.0,,3.0
542_1_1,54201,1,1,19420210,70,7,1.0,1.0,2.0,0,1,2,,1.0,2.0,85.0,,2,,1.0,2.0,95.0,,8.0
542_2_1,54202,1,1,19740918,37,11,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,70.0,1.0
542_3_2,54203,2,1,19670326,45,5,1.0,1.0,1.0,0,1,2,,2.0,1.0,,75.0,2,,2.0,2.0,61.0,,7.0
542_5_1,54205,1,1,19561114,55,10,1.0,1.0,2.0,0,1,2,,2.0,2.0,45.0,,2,,2.0,1.0,,81.0,3.0
542_6_2,54206,2,1,19750911,37,0,1.0,1.0,1.0,0,1,2,,2.0,1.0,,76.0,2,,2.0,1.0,,65.0,7.0
542_7_1,54207,1,1,19610920,50,11,1.0,1.0,2.0,0,1,2,,2.0,1.0,,74.0,2,,2.0,2.0,63.0,,6.0
542_8_1,54208,1,1,19600325,52,5,1.0,1.0,2.0,0,1,2,,2.0,1.0,,65.0,2,,2.0,2.0,70.0,,2.0
543_1_1,54301,1,1,19370308,75,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,75.0,,2,,1.0,2.0,88.0,,3.0
543_2_1,54302,1,1,19600109,52,7,2.0,2.0,,0,1,2,,1.0,2.0,43.0,,2,,1.0,2.0,57.0,,3.0
543_3_1,54303,1,1,19841214,27,8,1.0,1.0,2.0,0,1,2,,3.0,1.0,,48.0,2,,7.0,1.0,,56.0,3.0
543_4_3,54304,1,4,19830511,29,3,5.0,,,0,1,1,2.0,,,,,1,1.0,,,,,3.0
543_5_1,54305,1,1,19520912,59,11,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,1.0,,83.0,3.0
543_6_1,54306,1,1,19570603,55,2,1.0,1.0,2.0,0,1,2,,1.0,1.0,,83.0,2,,2.0,1.0,,90.0,3.0
543_8_1,54308,1,1,19480410,64,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,100.0,,2,,1.0,2.0,100.0,,2.0
544_1_1,54401,1,1,19450404,67,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,75.0,,2.0
544_4_2,54404,2,2,19610220,51,6,1.0,1.0,1.0,0,1,2,,2.0,2.0,78.0,,2,,2.0,2.0,79.0,,2.0
544_5_1,54405,1,1,19600910,52,0,1.0,1.0,2.0,0,1,2,,3.0,1.0,,90.0,2,,2.0,2.0,68.0,,1.0
544_6_1,54406,1,1,19470510,65,4,1.0,1.0,2.0,0,1,2,,2.0,2.0,82.0,,2,,2.0,2.0,87.0,,2.0
544_7_1,54407,1,1,19340614,78,3,1.0,1.0,2.0,0,1,2,,2.0,2.0,83.0,,2,,3.0,2.0,80.0,,6.0
544_11_1,54411,1,1,19650802,47,1,1.0,1.0,2.0,0,1,1,3.0,,,,,2,,2.0,2.0,70.0,,2.0
544_12_1,54412,1,1,19390514,73,4,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,80.0,,4.0
545_1_2,54501,2,2,19410910,71,0,1.0,1.0,1.0,0,1,2,,2.0,2.0,74.0,,2,,2.0,2.0,76.0,,1.0
545_2_2,54502,2,2,19650823,47,0,1.0,1.0,1.0,0,1,2,,2.0,2.0,65.0,,2,,2.0,1.0,,82.0,2.0
545_3_1,54503,1,1,19760819,36,0,1.0,1.0,2.0,0,1,2,,3.0,1.0,,65.0,2,,3.0,1.0,,64.0,1.0
545_4_1,54504,1,1,19480416,64,4,4.0,,,0,1,2,,2.0,2.0,70.0,,2,,2.0,2.0,76.0,,1.0
545_5_1,54505,1,1,19480406,64,5,1.0,1.0,2.0,0,1,2,,1.0,2.0,78.0,,2,,1.0,2.0,80.0,,5.0
545_6_1,54506,1,1,19500401,62,5,1.0,1.0,2.0,0,1,2,,2.0,2.0,34.0,,2,,2.0,2.0,70.0,,4.0
545_7_1,54507,1,1,19741101,37,10,1.0,1.0,2.0,0,1,2,,5.0,1.0,,59.0,2,,5.0,1.0,,63.0,4.0
545_8_1,54508,2,1,19320407,80,5,4.0,,,0,1,2,,2.0,2.0,67.0,,2,,2.0,2.0,70.0,,2.0
546_1_2,54601,2,2,19720330,40,5,1.0,1.0,1.0,0,1,2,,2.0,1.0,,67.0,2,,2.0,1.0,,70.0,4.0
546_3_1,54603,1,1,19770619,35,2,1.0,1.0,2.0,0,1,2,,3.0,1.0,,55.0,2,,3.0,1.0,,60.0,4.0
546_5_1,54605,1,1,19581101,53,10,1.0,1.0,2.0,0,1,2,,3.0,2.0,63.0,,2,,3.0,2.0,63.0,,3.0
546_9_1,54609,1,1,19380305,74,6,1.0,1.0,2.0,0,1,2,,3.0,2.0,86.0,,2,,2.0,2.0,29.0,,3.0
546_10_2,54610,2,2,19711109,40,9,1.0,1.0,1.0,0,1,2,,3.0,1.0,,64.0,2,,3.0,1.0,,66.0,4.0
547_1_1,54701,1,1,19550620,57,2,1.0,1.0,2.0,0,1,2,,2.0,1.0,,90.0,2,,2.0,2.0,68.0,,6.0
547_2_2,54702,2,2,19631204,48,9,1.0,1.0,1.0,0,1,2,,2.0,2.0,90.0,,2,,2.0,2.0,100.0,,7.0
547_3_1,54703,2,1,19680307,44,5,2.0,2.0,,0,1,2,,2.0,2.0,75.0,,1,2.0,,,,,4.0
